AOD,PM2.5
0.553272705,116.2333333
0.068199997,6.133333333
0.269320007,21.9
0.874039978,92.23333333
0.10368,8.133333333
0.333119995,98.6
0.129919998,23.4
0.450043488,74.2
0.133559998,7.5
0.095279999,3.2
0.11632,25.1
0.093559998,28.13333333
0.106160004,21.83333333
0.337440002,90.26666667
0.500160004,100.4666667
0.088519997,5.733333333
0.093559998,33.03333333
0.566599976,87.56666667
0.391359985,74.66666667
0.160800003,34
0.121959999,3
0.151360001,45.36666667
0.123519997,20.3
0.076519997,14.8
0.295959991,17.73333333
0.115879997,16.56666667
2.93847998,185.4
0.496160004,76.46666667
0.083040001,24.33333333
0.056560001,5.7
0.147520004,20.4
0.076120003,12.6
0.229800003,80.53333333
0.084839996,13.83333333
0.116,11.93333333
0.07368,9.8
0.073839996,15.96666667
0.07368,36.9
0.259040009,87.33333333
0.325079987,124.1333333
0.343320007,17.96666667
0.080720001,5.5
0.068400002,23.56666667
0.417320007,68.33333333
0.335440002,65
0.148520004,46
0.096839996,4.033333333
0.129479996,32.63333333
0.113199997,39.2
0.083279999,22.5
0.316440002,66
0.236639999,20.03333333
0.142440002,54.1
0.350359985,69.06666667
0.071599998,4.2
0.287079987,24.96666667
0.882440002,91.63333333
0.110760002,7.133333333
0.223199997,11.6
0.135479996,21.46666667
0.143142853,8.333333333
0.09832,23.66666667
0.090047623,23.03333333
0.332480011,91.1
0.544200012,94.96666667
0.396959991,36.2
0.094120003,5.433333333
0.099480003,40.9
0.622159973,84.23333333
0.37876001,66
0.162880005,33
0.126919998,3.5
0.154880005,43
0.128399994,21.6
0.076440002,19.1
0.296799988,11.76666667
0.119800003,19.66666667
2.947719971,171.5666667
0.509320007,72.9
2.46176001,115.2
0.062560001,4.566666667
0.145839996,14.23333333
0.06352,11.9
0.231360001,60.2
0.138800003,7.9
0.085400002,15.43333333
0.138800003,7.633333333
1.070280029,66.26666667
0.074239998,9.9
0.178080002,26.2
0.129080002,40.53333333
0.10932,24.13333333
0.333720001,71.36666667
0.577840027,86.76666667
0.290839996,22.46666667
0.098360001,5.6
0.104160004,25.03333333
0.692840027,100.3333333
0.186,124.0666667
0.101440002,17.66666667
0.139279999,3.1
0.183,37.53333333
0.171520004,11.86666667
0.247440002,20.53333333
0.552200012,123.7333333
0.338200012,14.8
0.179520004,16.33333333
0.36176001,33.46666667
0.064272728,11.43333333
0.058720001,6.1
0.186720001,23.56666667
0.91976001,97.73333333
0.270839996,90.4
0.158,16.23333333
0.100080002,22.06666667
0.085879997,7.033333333
0.101559998,17.5
0.075239998,31.73333333
0.284040009,86.56666667
0.487119995,119.4333333
0.352559998,42.4
0.098720001,6.866666667
0.069919998,35.36666667
0.563880005,112.8666667
0.36376001,79.33333333
0.141880005,42.66666667
0.11832,10.76666667
0.12368,28.6
0.127400002,24.66666667
0.074800003,15.33333333
0.31676001,38.93333333
0.260640015,28.66666667
0.126919998,29.23333333
0.394799988,75.5
0.064160004,10.8
0.037400002,29.3
0.055599998,4.066666667
0.083760002,17.2
0.058040001,12.43333333
0.044759998,18.9
0.155263153,20.16666667
0.103040001,12.03333333
0.046799999,3.466666667
0.100400002,16.5
0.05164706,50.76666667
0.065800003,22.06666667
0.208360001,59.83333333
0.341880005,67.66666667
0.218759995,11.23333333
0.081919998,9.633333333
0.397359985,56.2
0.058279999,18.66666667
0.084879997,4.366666667
0.10336364,26.4
0.208240005,102.6666667
0.231279999,37.36666667
0.069440002,13.53333333
0.146160004,23.6
0.7295,109.9
0.078360001,10.6
0.219839996,50.56666667
0.089,17.7
0.102400002,11.46666667
0.070199997,7.5
0.059439999,33.73333333
0.065199997,38.46666667
0.241880005,83.4
0.323839996,114.2
0.342320007,22.06666667
0.070040001,4.033333333
0.344720001,57.6
0.2875625,62.33333333
0.143839996,63.66666667
0.083040001,7.666666667
0.131240005,40.46666667
0.103160004,31.33333333
0.065239998,22.06666667
0.288040009,65
0.241960007,21.73333333
0.116519997,49.66666667
0.97825,194.2
0.386040009,66.03333333
0.07204348,20.06666667
0.052439999,7.1
0.198199997,21.83333333
0.936400024,112.3
0.085639999,12.2
0.107480003,18.1
0.113199997,14.06666667
0.079360001,10.63333333
0.108720001,43.4
0.065120003,25.86666667
0.068879997,29.66666667
0.403880005,107.9333333
0.343679993,31.73333333
0.079239998,8.433333333
0.074919998,30.6
0.498839996,74.66666667
0.340920013,67.33333333
0.149679993,38.66666667
0.102760002,7.7
0.123360001,33.63333333
0.11832,24.8
0.068559998,20.1
0.310359985,52.06666667
0.252600006,20.36666667
0.103919998,27.23333333
1.952050049,159.7333333
0.388679993,63.66666667
0.064599998,4.2
0.704559998,116.9333333
0.060919998,3
0.198639999,8.766666667
0.940119995,109.6333333
0.091199997,5.1
0.278040009,85.6
0.166,5.933333333
0.11,11.13333333
0.085559998,3
0.104959999,29.2
0.078800003,14.03333333
0.071360001,16.7
0.278839996,81.63333333
0.461799988,88.83333333
0.357640015,26.56666667
0.090400002,3.7
0.071480003,30.66666667
0.550840027,78.86666667
0.352040009,58.33333333
0.149479996,23.33333333
0.116720001,3
0.122800003,27.6
0.125,17.63333333
0.068800003,12
0.317440002,30.13333333
0.247960007,9.433333333
0.122519997,4.933333333
0.391600006,60.53333333
0.074879997,11.9
0.058959999,5.866666667
0.083440002,19.83333333
0.127559998,57.5
0.36876001,77.13333333
0.054279999,7.266666667
0.290440002,78.26666667
0.037959999,6
0.12132,39.13333333
0.115279999,69.3
0.237320007,17.46666667
0.064599998,4.666666667
0.065760002,18.2
0.253199997,47.7
0.087879997,20.33333333
0.073959999,4.633333333
0.08025,15.66666667
