AOD,PM2.5
0.195279999,115
0.150759995,31.66666667
0.196199997,47
0.131639999,28.33333333
0.283200012,55.33333333
0.355200012,114.3333333
0.338519989,55.33333333
0.144360001,6.333333333
0.171399994,19.33333333
0.363160004,83
0.829039978,25.33333333
0.923679993,129
1.558959961,94.66666667
0.425130432,67
0.267959991,20
0.084639999,5.4
0.079360001,4.633333333
0.140399994,6.933333333
0.139720001,10.33333333
0.183559998,19.5
0.132142853,14.93333333
0.139279999,5.266666667
0.105160004,8.3
0.196,95.56666667
0.082919998,9.033333333
0.227240005,98.66666667
0.262880005,66.6
0.079199997,11.3
0.352880005,54.06666667
0.230363632,96.53333333
0.170160004,47.33333333
0.151559998,41
0.168399994,96
0.153279999,18
0.26023999,78.66666667
0.118959999,19.33333333
0.26576001,79
0.188160004,76.66666667
0.778,140.3333333
0.2011875,37
0.143520004,25.33333333
1.351304321,104.3333333
0.383359985,86
0.193833328,23.33333333
0.162679993,15
0.081120003,7.133333333
0.074916664,9.833333333
0.094839996,15.36666667
0.160720001,27.06666667
0.362277771,34.1
0.115160004,6.433333333
0.195279999,52.43333333
0.183399994,87.8
0.079080002,9.466666667
0.118,74.86666667
0.23625,105.1333333
0.088333336,10.36666667
0.355640015,60.46666667
0.185600006,50.33333333
0.166960007,21.33333333
0.222839996,54.66666667
0.146600006,16
0.293959991,34.66666667
0.136600006,13
0.367160004,153.3333333
0.178954544,58
0.324880005,37.66666667
0.135919998,9.333333333
0.170199997,16.66666667
0.392559998,84.33333333
0.838,42.33333333
0.99447998,121.6666667
1.610839966,83
0.281119995,24.66666667
0.078480003,6
0.192800003,88.7
0.091279999,13.1
0.186639999,96.56666667
0.100480003,11.56666667
0.330200012,80.03333333
0.276959991,118.8333333
0.251583328,50.66666667
0.351,98
0.160960007,23
0.243520004,97.66666667
0.162720001,14.66666667
0.108478264,25.66666667
0.241240005,33.66666667
0.128919998,8
0.386600006,66.33333333
0.131320007,14.33333333
0.172399994,5
0.162360001,17
0.466519989,62.33333333
0.822719971,56
1.05447998,118.3333333
0.366119995,30.66666667
1.77147998,123
0.352200012,87
1.317095215,88.33333333
2.948,317.3333333
0.175960007,11
0.077639999,5.033333333
0.073760002,10.26666667
0.143399994,12.8
0.118239998,11.26666667
0.189360001,11.36666667
0.173559998,11.96666667
0.122599998,16.96666667
0.190949997,32.33333333
0.134080002,14.63333333
0.125080002,16.3
0.205347824,73.5
0.120120003,15.93333333
0.136360001,39.63333333
0.25682608,49.96666667
0.112559998,7.333333333
0.276040009,87.2
0.206800003,38
0.171080002,25.66666667
0.230080002,96.66666667
0.135759995,15.33333333
0.253320007,47
0.136119995,22.33333333
0.332359985,105
0.199080002,52.66666667
0.931039978,77
0.204679993,39.66666667
0.165479996,8.333333333
0.169679993,20
0.402079987,94.33333333
0.986039978,124.6666667
0.308279999,16.66666667
1.696319946,95.66666667
0.436079987,79
0.258,33
0.170919998,3
0.080559998,7
0.08768,12
0.174919998,10.43333333
0.127599998,14.06666667
0.180520004,29.9
0.331399994,26.73333333
0.413,64.1
0.145639999,13.5
0.133720001,11.33333333
0.280480011,45.06666667
0.211479996,67.33333333
0.123040001,10.06666667
0.176960007,93.9
0.4485,112.6
0.091199997,12.53333333
0.281320007,77.36666667
0.088199997,12.5
0.748222229,173.2
0.380399994,109.3
0.274200012,119.4666667
0.087199997,24
0.156559998,137
0.106772728,42.66666667
0.082720001,29.33333333
0.10332,33.66666667
0.153960007,44.33333333
2.892399902,311
0.126239998,11
0.067760002,16.16666667
0.082599998,46.16666667
0.217733337,90.63333333
0.156800003,24.66666667
0.135559998,29.66666667
0.147279999,53
0.207360001,55.33333333
0.108480003,16.66666667
0.248733337,83.33333333
0.217919998,72.33333333
0.124879997,32.33333333
0.733764709,45
0.157520004,11
0.094440002,16.93333333
0.158352936,24.83333333
0.176,57.03333333
0.117444443,30.2
0.205399994,84.13333333
0.170399994,23
0.141839996,25.66666667
0.187960007,49
0.110480003,19
0.230399994,40.33333333
0.115360001,13.66666667
0.272399994,71.33333333
0.169119995,55.66666667
0.242679993,35
0.140119995,9
0.152039993,21
0.330640015,85
0.836559998,29.66666667
0.705769226,140
1.516920044,89.33333333
0.361440002,64
0.227279999,21.33333333
0.160761902,13.66666667
0.053599998,11.26666667
0.065160004,10
0.133384613,8.133333333
0.104279999,12.56666667
0.145199997,18.6
0.435880005,35.9
0.110040001,9.866666667
0.188479996,46.93333333
0.089919998,9.733333333
0.169199997,83.53333333
0.065519997,11.73333333
0.10832,57.76666667
0.239960007,64.16666667
0.056880001,12.1
0.319440002,63.86666667
0.171679993,39.66666667
0.151759995,27.33333333
0.216199997,110.6666667
0.11432,16.66666667
0.233080002,31.33333333
0.124639999,14.66666667
0.306720001,97.33333333
0.165080002,49.66666667
0.864882324,88.33333333
0.226559998,36.66666667
0.149080002,9
0.162479996,19.66666667
0.36476001,95.33333333
0.780400024,29
0.968039978,124
0.311799988,19
1.59047998,91
0.404359985,72
0.237119995,25
0.164240005,9.333333333
0.06184,3
0.071120003,4.733333333
0.159919998,4
0.119360001,9.5
0.163279999,19.23333333
0.316466675,23.8
0.136391312,9.733333333
0.116160004,4.4
0.257894745,36.66666667
